latency,avg_memory,max_memory,macs,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.linear.Linear'>_macs,total_nn_calls,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.linear.Linear'>_calls,total_params,trainable_params,model,batch_size,input_size,accelerator,requires_grad,use_torchscript,use_dquant,dropout,act_fn,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
0.0021944414824247,4742447104.0,4742447104.0,42875457536.0,42637197312.0,233570304.0,0.0,0.0,593920.0,4096000.0,52.0,20.0,20.0,9.0,1.0,1.0,1.0,11689512.0,0.0,resnet18,8.0,384.0,1.0,0.0,0.0,0.0,,relu,,,,,,,,,,,,
0.0021288823336362,5010882560.0,5010882560.0,76219846656.0,75799461888.0,415236096.0,0.0,0.0,1052672.0,4096000.0,52.0,20.0,20.0,9.0,1.0,1.0,1.0,11689512.0,0.0,resnet18,8.0,512.0,1.0,0.0,0.0,0.0,,relu,,,,,,,,,,,,
0.0009924031794071,4765515776.0,4765515776.0,15470314496.0,15346630656.0,,0.0,0.0,50176.0,123633664.0,39.0,13.0,,15.0,5.0,1.0,3.0,138357544.0,0.0,vgg16,1.0,224.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0010458339005708,5281415168.0,5281415168.0,45224034816.0,45100302336.0,,0.0,0.0,98816.0,123633664.0,39.0,13.0,,15.0,5.0,1.0,3.0,138357544.0,0.0,vgg16,1.0,384.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0010405510663986,5281415168.0,5281415168.0,80302105088.0,80178315264.0,,0.0,0.0,156160.0,123633664.0,39.0,13.0,,15.0,5.0,1.0,3.0,138357544.0,0.0,vgg16,1.0,512.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.001240687444806,5281415168.0,5281415168.0,30940628992.0,30693261312.0,,0.0,0.0,100352.0,247267328.0,39.0,13.0,,15.0,5.0,1.0,3.0,138357544.0,0.0,vgg16,2.0,224.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0012214612215757,5298192384.0,5298192384.0,90448069632.0,90200604672.0,,0.0,0.0,197632.0,247267328.0,39.0,13.0,,15.0,5.0,1.0,3.0,138357544.0,0.0,vgg16,2.0,384.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.001210806146264,5298192384.0,5298192384.0,160604210176.0,160356630528.0,,0.0,0.0,312320.0,247267328.0,39.0,13.0,,15.0,5.0,1.0,3.0,138357544.0,0.0,vgg16,2.0,512.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0012165274471044,5298192384.0,5298192384.0,61881257984.0,61386522624.0,,0.0,0.0,200704.0,494534656.0,39.0,13.0,,15.0,5.0,1.0,3.0,138357544.0,0.0,vgg16,4.0,224.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0012420702725648,5298192384.0,5298192384.0,180896139264.0,180401209344.0,,0.0,0.0,395264.0,494534656.0,39.0,13.0,,15.0,5.0,1.0,3.0,138357544.0,0.0,vgg16,4.0,384.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0012201767414808,5566627840.0,5566627840.0,321208420352.0,320713261056.0,,0.0,0.0,624640.0,494534656.0,39.0,13.0,,15.0,5.0,1.0,3.0,138357544.0,0.0,vgg16,4.0,512.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0013156738132238,5566627840.0,5566627840.0,123762515968.0,122773045248.0,,0.0,0.0,401408.0,989069312.0,39.0,13.0,,15.0,5.0,1.0,3.0,138357544.0,0.0,vgg16,8.0,224.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0012472707778215,5868617728.0,5868617728.0,361792278528.0,360802418688.0,,0.0,0.0,790528.0,989069312.0,39.0,13.0,,15.0,5.0,1.0,3.0,138357544.0,0.0,vgg16,8.0,384.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0021512206643819,7584088064.0,7584088064.0,642416840704.0,641426522112.0,,0.0,0.0,1249280.0,989069312.0,39.0,13.0,,15.0,5.0,1.0,3.0,138357544.0,0.0,vgg16,8.0,512.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0005906719714403,4404805632.0,4404805632.0,714206912.0,655566528.0,,0.0,0.0,18432.0,58621952.0,21.0,5.0,,7.0,3.0,1.0,3.0,61100840.0,0.0,alexnet,1.0,224.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0006537646055221,4643880960.0,4643880960.0,2077996992.0,2019334848.0,,0.0,0.0,40192.0,58621952.0,21.0,5.0,,7.0,3.0,1.0,3.0,61100840.0,0.0,alexnet,1.0,384.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0005519032478332,4662755328.0,4662755328.0,3707400128.0,3648711360.0,,0.0,0.0,66816.0,58621952.0,21.0,5.0,,7.0,3.0,1.0,3.0,61100840.0,0.0,alexnet,1.0,512.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0007257532328367,4662755328.0,4662755328.0,1428413824.0,1311133056.0,,0.0,0.0,36864.0,117243904.0,21.0,5.0,,7.0,3.0,1.0,3.0,61100840.0,0.0,alexnet,2.0,224.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0007192697376012,4662755328.0,4662755328.0,4155993984.0,4038669696.0,,0.0,0.0,80384.0,117243904.0,21.0,5.0,,7.0,3.0,1.0,3.0,61100840.0,0.0,alexnet,2.0,384.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0007422875612974,4675338240.0,4675338240.0,7414800256.0,7297422720.0,,0.0,0.0,133632.0,117243904.0,21.0,5.0,,7.0,3.0,1.0,3.0,61100840.0,0.0,alexnet,2.0,512.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0007822889834642,4675338240.0,4675338240.0,2856827648.0,2622266112.0,,0.0,0.0,73728.0,234487808.0,21.0,5.0,,7.0,3.0,1.0,3.0,61100840.0,0.0,alexnet,4.0,224.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0007255058735609,4675338240.0,4675338240.0,8311987968.0,8077339392.0,,0.0,0.0,160768.0,234487808.0,21.0,5.0,,7.0,3.0,1.0,3.0,61100840.0,0.0,alexnet,4.0,384.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0007450208067893,4675338240.0,4675338240.0,14829600512.0,14594845440.0,,0.0,0.0,267264.0,234487808.0,21.0,5.0,,7.0,3.0,1.0,3.0,61100840.0,0.0,alexnet,4.0,512.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0006947938352823,4675338240.0,4675338240.0,5713655296.0,5244532224.0,,0.0,0.0,147456.0,468975616.0,21.0,5.0,,7.0,3.0,1.0,3.0,61100840.0,0.0,alexnet,8.0,224.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0007747877389192,4675338240.0,4675338240.0,16623975936.0,16154678784.0,,0.0,0.0,321536.0,468975616.0,21.0,5.0,,7.0,3.0,1.0,3.0,61100840.0,0.0,alexnet,8.0,384.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0008943416178226,4851499008.0,4851499008.0,29659201024.0,29189690880.0,,0.0,0.0,534528.0,468975616.0,21.0,5.0,,7.0,3.0,1.0,3.0,61100840.0,0.0,alexnet,8.0,512.0,True,False,False,False,,relu,2.0,0.0,,,,,,,,,,
0.0045005798339843,1654390784.0,1654390784.0,4366946304.0,115605504.0,,,,,4247500800.0,112.0,1.0,,,,,49.0,88224232.0,0.0,vit32,1.0,224.0,True,False,False,False,,relu,37.0,0.0,25.0,3840000.0,,,,,,,,
0.0057840250432491,2054946816.0,2054946816.0,12667167744.0,339738624.0,,,,,12316293120.0,112.0,1.0,,,,,49.0,88297192.0,0.0,vit32,1.0,384.0,True,False,False,False,,relu,37.0,0.0,25.0,11136000.0,,,,,,,,
0.0057668462395668,2455502848.0,2455502848.0,22452691968.0,603979776.0,,,,,21828974592.0,112.0,1.0,,,,,49.0,88383208.0,0.0,vit32,1.0,512.0,True,False,False,False,,relu,37.0,0.0,25.0,19737600.0,,,,,,,,
0.0061115499585866,2455502848.0,2455502848.0,8733892608.0,231211008.0,,,,,8495001600.0,112.0,1.0,,,,,49.0,88224232.0,0.0,vit32,2.0,224.0,True,False,False,False,,relu,37.0,0.0,25.0,7680000.0,,,,,,,,
0.0060705054551362,2455502848.0,2455502848.0,25334335488.0,679477248.0,,,,,24632586240.0,112.0,1.0,,,,,49.0,88297192.0,0.0,vit32,2.0,384.0,True,False,False,False,,relu,37.0,0.0,25.0,22272000.0,,,,,,,,
0.0092540264129638,2455502848.0,2455502848.0,44905383936.0,1207959552.0,,,,,43657949184.0,112.0,1.0,,,,,49.0,88383208.0,0.0,vit32,2.0,512.0,True,False,False,False,,relu,37.0,0.0,25.0,39475200.0,,,,,,,,
0.0062095284461975,2455502848.0,2455502848.0,17467785216.0,462422016.0,,,,,16990003200.0,112.0,1.0,,,,,49.0,88224232.0,0.0,vit32,4.0,224.0,True,False,False,False,,relu,37.0,0.0,25.0,15360000.0,,,,,,,,
0.0097767878323793,2874933248.0,2874933248.0,50668670976.0,1358954496.0,,,,,49265172480.0,112.0,1.0,,,,,49.0,88297192.0,0.0,vit32,4.0,384.0,True,False,False,False,,relu,37.0,0.0,25.0,44544000.0,,,,,,,,
0.0178033675998449,2874933248.0,2874933248.0,89810767872.0,2415919104.0,,,,,87315898368.0,112.0,1.0,,,,,49.0,88383208.0,0.0,vit32,4.0,512.0,True,False,False,False,,relu,37.0,0.0,25.0,78950400.0,,,,,,,,
0.0067842330783605,2874933248.0,2874933248.0,34935570432.0,924844032.0,,,,,33980006400.0,112.0,1.0,,,,,49.0,88224232.0,0.0,vit32,8.0,224.0,True,False,False,False,,relu,37.0,0.0,25.0,30720000.0,,,,,,,,
0.0200165025889873,2895904768.0,2895904768.0,101337341952.0,2717908992.0,,,,,98530344960.0,112.0,1.0,,,,,49.0,88297192.0,0.0,vit32,8.0,384.0,True,False,False,False,,relu,37.0,0.0,25.0,89088000.0,,,,,,,,
0.0353571832180023,2975596544.0,2975596544.0,179621535744.0,4831838208.0,,,,,174631796736.0,112.0,1.0,,,,,49.0,88383208.0,0.0,vit32,8.0,512.0,True,False,False,False,,relu,37.0,0.0,25.0,157900800.0,,,,,,,,
0.0186736863106489,1511784448.0,1511784448.0,5439190496.0,5360927200.0,78199296.0,,,64000.0,,403.0,245.0,157.0,,,1.0,,54139356.0,0.0,efficientnet,1.0,224.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0197460908442735,1719402496.0,1719402496.0,15965491456.0,15735495680.0,229810176.0,,,185600.0,,403.0,245.0,157.0,,,1.0,,54139356.0,0.0,efficientnet,1.0,384.0,True,False,False,False,,relu,,,,,,,,,,,,
0.019908470660448,1719402496.0,1719402496.0,28375446272.0,27966565888.0,408551424.0,,,328960.0,,403.0,245.0,157.0,,,1.0,,54139356.0,0.0,efficientnet,1.0,512.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0198332294821739,1721499648.0,1721499648.0,10878380992.0,10721854400.0,156398592.0,,,128000.0,,403.0,245.0,157.0,,,1.0,,54139356.0,0.0,efficientnet,2.0,224.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0208377670496702,1931214848.0,1931214848.0,31930982912.0,31470991360.0,459620352.0,,,371200.0,,403.0,245.0,157.0,,,1.0,,54139356.0,0.0,efficientnet,2.0,384.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0215324666351079,1981546496.0,1981546496.0,56750892544.0,55933131776.0,817102848.0,,,657920.0,,403.0,245.0,157.0,,,1.0,,54139356.0,0.0,efficientnet,2.0,512.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0210825346410274,1983643648.0,1983643648.0,21756761984.0,21443708800.0,312797184.0,,,256000.0,,403.0,245.0,157.0,,,1.0,,54139356.0,0.0,efficientnet,4.0,224.0,True,False,False,False,,relu,,,,,,,,,,,,
0.024378678202629,2210136064.0,2210136064.0,63861965824.0,62941982720.0,919240704.0,,,742400.0,,403.0,245.0,157.0,,,1.0,,54139356.0,0.0,efficientnet,4.0,384.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0421321827918291,2361131008.0,2361131008.0,113501785088.0,111866263552.0,1634205696.0,,,1315840.0,,403.0,245.0,157.0,,,1.0,,54139356.0,0.0,efficientnet,4.0,512.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0205029938369989,2363228160.0,2363228160.0,43513523968.0,42887417600.0,625594368.0,,,512000.0,,403.0,245.0,157.0,,,1.0,,54139356.0,0.0,efficientnet,8.0,224.0,True,False,False,False,,relu,,,,,,,,,,,,
0.046615145355463,2627469312.0,2627469312.0,127723931648.0,125883965440.0,1838481408.0,,,1484800.0,,403.0,245.0,157.0,,,1.0,,54139356.0,0.0,efficientnet,8.0,384.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0791908774524927,2879127552.0,2879127552.0,227003570176.0,223732527104.0,3268411392.0,,,2631680.0,,403.0,245.0,157.0,,,1.0,,54139356.0,0.0,efficientnet,8.0,512.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0047765873372554,1312555008.0,1312555008.0,536192992.0,501187680.0,34941312.0,,,64000.0,,172.0,64.0,64.0,,,1.0,,5416680.0,0.0,efficientnet_lite,1.0,224.0,True,False,False,False,,relu,,,,,43.0,0.0,,,,,,
0.0048391439020633,1354498048.0,1354498048.0,1575748352.0,1472878080.0,102684672.0,,,185600.0,,172.0,64.0,64.0,,,1.0,,5416680.0,0.0,efficientnet_lite,1.0,384.0,True,False,False,False,,relu,,,,,43.0,0.0,,,,,,
0.0051093198359012,1404829696.0,1404829696.0,2801329408.0,2618449920.0,182550528.0,,,328960.0,,172.0,64.0,64.0,,,1.0,,5416680.0,0.0,efficientnet_lite,1.0,512.0,True,False,False,False,,relu,,,,,43.0,0.0,,,,,,
0.0048530139029026,1415315456.0,1415315456.0,1072385984.0,1002375360.0,69882624.0,,,128000.0,,172.0,64.0,64.0,,,1.0,,5416680.0,0.0,efficientnet_lite,2.0,224.0,True,False,False,False,,relu,,,,,43.0,0.0,,,,,,
0.0051086995750665,1478230016.0,1478230016.0,3151496704.0,2945756160.0,205369344.0,,,371200.0,,172.0,64.0,64.0,,,1.0,,5416680.0,0.0,efficientnet_lite,2.0,384.0,True,False,False,False,,relu,,,,,43.0,0.0,,,,,,
0.0049568690359592,1578893312.0,1578893312.0,5602658816.0,5236899840.0,365101056.0,,,657920.0,,172.0,64.0,64.0,,,1.0,,5416680.0,0.0,efficientnet_lite,2.0,512.0,True,False,False,False,,relu,,,,,43.0,0.0,,,,,,
0.0053231496363878,1578893312.0,1578893312.0,2144771968.0,2004750720.0,139765248.0,,,256000.0,,172.0,64.0,64.0,,,1.0,,5416680.0,0.0,efficientnet_lite,4.0,224.0,True,False,False,False,,relu,,,,,43.0,0.0,,,,,,
0.0051771033555269,1692139520.0,1692139520.0,6302993408.0,5891512320.0,410738688.0,,,742400.0,,172.0,64.0,64.0,,,1.0,,5416680.0,0.0,efficientnet_lite,4.0,384.0,True,False,False,False,,relu,,,,,43.0,0.0,,,,,,
0.007398222759366,1893466112.0,1893466112.0,11205317632.0,10473799680.0,730202112.0,,,1315840.0,,172.0,64.0,64.0,,,1.0,,5416680.0,0.0,efficientnet_lite,4.0,512.0,True,False,False,False,,relu,,,,,43.0,0.0,,,,,,
0.005141906440258,1893466112.0,1893466112.0,4289543936.0,4009501440.0,279530496.0,,,512000.0,,172.0,64.0,64.0,,,1.0,,5416680.0,0.0,efficientnet_lite,8.0,224.0,True,False,False,False,,relu,,,,,43.0,0.0,,,,,,
0.0084843136370182,2119958528.0,2119958528.0,12605986816.0,11783024640.0,821477376.0,,,1484800.0,,172.0,64.0,64.0,,,1.0,,5416680.0,0.0,efficientnet_lite,8.0,384.0,True,False,False,False,,relu,,,,,43.0,0.0,,,,,,
0.015567173808813,2522611712.0,2522611712.0,22410635264.0,20947599360.0,1460404224.0,,,2631680.0,,172.0,64.0,64.0,,,1.0,,5416680.0,0.0,efficientnet_lite,8.0,512.0,True,False,False,False,,relu,,,,,43.0,0.0,,,,,,
0.0042405419051647,1375469568.0,1375469568.0,3002076544.0,3001948544.0,,0.0,,128000.0,,87.0,45.0,,41.0,,1.0,,21142920.0,0.0,gernet,1.0,224.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0045330706983804,1448869888.0,1448869888.0,8822424064.0,8822052864.0,,0.0,,371200.0,,87.0,45.0,,41.0,,1.0,,21142920.0,0.0,gernet,1.0,384.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0045367013663053,1492910080.0,1492910080.0,15684307456.0,15683649536.0,,0.0,,657920.0,,87.0,45.0,,41.0,,1.0,,21142920.0,0.0,gernet,1.0,512.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0044949293136596,1492910080.0,1492910080.0,6004153088.0,6003897088.0,,0.0,,256000.0,,87.0,45.0,,41.0,,1.0,,21142920.0,0.0,gernet,2.0,224.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0046841479837894,1492910080.0,1492910080.0,17644848128.0,17644105728.0,,0.0,,742400.0,,87.0,45.0,,41.0,,1.0,,21142920.0,0.0,gernet,2.0,384.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0045554108917713,1543241728.0,1543241728.0,31368614912.0,31367299072.0,,0.0,,1315840.0,,87.0,45.0,,41.0,,1.0,,21142920.0,0.0,gernet,2.0,512.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0046979255974292,1543241728.0,1543241728.0,12008306176.0,12007794176.0,,0.0,,512000.0,,87.0,45.0,,41.0,,1.0,,21142920.0,0.0,gernet,4.0,224.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0046597450971603,1580990464.0,1580990464.0,35289696256.0,35288211456.0,,0.0,,1484800.0,,87.0,45.0,,41.0,,1.0,,21142920.0,0.0,gernet,4.0,384.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0077760893851518,1748762624.0,1748762624.0,62737229824.0,62734598144.0,,0.0,,2631680.0,,87.0,45.0,,41.0,,1.0,,21142920.0,0.0,gernet,4.0,512.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0047153268009424,1748762624.0,1748762624.0,24016612352.0,24015588352.0,,0.0,,1024000.0,,87.0,45.0,,41.0,,1.0,,21142920.0,0.0,gernet,8.0,224.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0098628915846347,1937506304.0,1937506304.0,70579392512.0,70576422912.0,,0.0,,2969600.0,,87.0,45.0,,41.0,,1.0,,21142920.0,0.0,gernet,8.0,384.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0178297642618417,2273050624.0,2273050624.0,125474459648.0,125469196288.0,,0.0,,5263360.0,,87.0,45.0,,41.0,,1.0,,21142920.0,0.0,gernet,8.0,512.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0019193854182958,1352400896.0,1352400896.0,1824033792.0,1813561344.0,9934848.0,0.0,0.0,25600.0,512000.0,52.0,20.0,20.0,9.0,1.0,1.0,1.0,11689512.0,0.0,resnet18,1.0,224.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0020047273486852,1421606912.0,1421606912.0,5359432192.0,5329649664.0,29196288.0,0.0,0.0,74240.0,512000.0,52.0,20.0,20.0,9.0,1.0,1.0,1.0,11689512.0,0.0,resnet18,1.0,384.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0020175464451313,1469841408.0,1469841408.0,9527480832.0,9474932736.0,51904512.0,0.0,0.0,131584.0,512000.0,52.0,20.0,20.0,9.0,1.0,1.0,1.0,11689512.0,0.0,resnet18,1.0,512.0,True,False,False,False,,relu,,,,,,,,,,,,
0.002027878165245,1501298688.0,1501298688.0,3648067584.0,3627122688.0,19869696.0,0.0,0.0,51200.0,1024000.0,52.0,20.0,20.0,9.0,1.0,1.0,1.0,11689512.0,0.0,resnet18,2.0,224.0,True,False,False,False,,relu,,,,,,,,,,,,
0.001968278735876,1568407552.0,1568407552.0,10718864384.0,10659299328.0,58392576.0,0.0,0.0,148480.0,1024000.0,52.0,20.0,20.0,9.0,1.0,1.0,1.0,11689512.0,0.0,resnet18,2.0,384.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0020174872130155,1639710720.0,1639710720.0,19054961664.0,18949865472.0,103809024.0,0.0,0.0,263168.0,1024000.0,52.0,20.0,20.0,9.0,1.0,1.0,1.0,11689512.0,0.0,resnet18,2.0,512.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0020418297499418,1639710720.0,1639710720.0,7296135168.0,7254245376.0,39739392.0,0.0,0.0,102400.0,2048000.0,52.0,20.0,20.0,9.0,1.0,1.0,1.0,11689512.0,0.0,resnet18,4.0,224.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0020065262913703,1715208192.0,1715208192.0,21437728768.0,21318598656.0,116785152.0,0.0,0.0,296960.0,2048000.0,52.0,20.0,20.0,9.0,1.0,1.0,1.0,11689512.0,0.0,resnet18,4.0,384.0,True,False,False,False,,relu,,,,,,,,,,,,
0.001999931782484,1849425920.0,1849425920.0,38109923328.0,37899730944.0,207618048.0,0.0,0.0,526336.0,2048000.0,52.0,20.0,20.0,9.0,1.0,1.0,1.0,11689512.0,0.0,resnet18,4.0,512.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0021513253450393,1849425920.0,1849425920.0,14592270336.0,14508490752.0,79478784.0,0.0,0.0,204800.0,4096000.0,52.0,20.0,20.0,9.0,1.0,1.0,1.0,11689512.0,0.0,resnet18,8.0,224.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0021650444716215,2000420864.0,2000420864.0,42875457536.0,42637197312.0,233570304.0,0.0,0.0,593920.0,4096000.0,52.0,20.0,20.0,9.0,1.0,1.0,1.0,11689512.0,0.0,resnet18,8.0,384.0,True,False,False,False,,relu,,,,,,,,,,,,
0.0020718127489089,2268856320.0,2268856320.0,76219846656.0,75799461888.0,415236096.0,0.0,0.0,1052672.0,4096000.0,52.0,20.0,20.0,9.0,1.0,1.0,1.0,11689512.0,0.0,resnet18,8.0,512.0,True,False,False,False,,relu,,,,,,,,,,,,
