<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,avg_memory,batch_size,input_size,latency,macs,max_macs,max_macs_macs,max_memory,max_params,max_params_macs,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
245.0,5360927200.0,,,,,,,1910505472.0,1.0,224.0,0.05027212199984206,5439190496.0,260112384.0,260112384.0,1910505472.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,78199296.0,1.0,64000.0,,,,,,,,,,,,
245.0,10721854400.0,,,,,,,2034237440.0,2.0,224.0,0.0547835307999776,10878380992.0,520224768.0,520224768.0,2034237440.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,156398592.0,1.0,128000.0,,,,,,,,,,,,
245.0,21443708800.0,,,,,,,2034237440.0,4.0,224.0,0.05545666349989915,21756761984.0,1040449536.0,1040449536.0,2034237440.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,312797184.0,1.0,256000.0,,,,,,,,,,,,
245.0,32165563200.0,,,,,,,2034237440.0,6.0,224.0,0.05917265570005839,32635142976.0,1560674304.0,1560674304.0,2034237440.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,469195776.0,1.0,384000.0,,,,,,,,,,,,
245.0,42887417600.0,,,,,,,2136997888.0,8.0,224.0,0.059012147999965237,43513523968.0,2080899072.0,2080899072.0,2136997888.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,625594368.0,1.0,512000.0,,,,,,,,,,,,
245.0,64331126400.0,,,,,,,2136997888.0,12.0,224.0,0.058424107099926924,65270285952.0,3121348608.0,3121348608.0,2136997888.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,938391552.0,1.0,768000.0,,,,,,,,,,,,
245.0,85774835200.0,,,,,,,2164260864.0,16.0,224.0,0.0577908233000926,87027047936.0,4161798144.0,4161798144.0,2164260864.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,1251188736.0,1.0,1024000.0,,,,,,,,,,,,
245.0,107218544000.0,,,,,,,2300575744.0,20.0,224.0,0.0591672316999393,108783809920.0,5202247680.0,5202247680.0,2300575744.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,1563985920.0,1.0,1280000.0,,,,,,,,,,,,
245.0,128662252800.0,,,,,,,2428502016.0,24.0,224.0,0.06057752820015594,130540571904.0,6242697216.0,6242697216.0,2428502016.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,1876783104.0,1.0,1536000.0,,,,,,,,,,,,
245.0,150105961600.0,,,,,,,2581594112.0,28.0,224.0,0.05924703159998899,152297333888.0,7283146752.0,7283146752.0,2581594112.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,2189580288.0,1.0,1792000.0,,,,,,,,,,,,
245.0,171549670400.0,,,,,,,2634022912.0,32.0,224.0,0.06031998060007026,174054095872.0,8323596288.0,8323596288.0,2634022912.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,2502377472.0,1.0,2048000.0,,,,,,,,,,,,
245.0,214437088000.0,,,,,,,2694840320.0,40.0,224.0,0.06155137129990181,217567619840.0,10404495360.0,10404495360.0,2694840320.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,3127971840.0,1.0,2560000.0,,,,,,,,,,,,
245.0,257324505600.0,,,,,,,2768240640.0,48.0,224.0,0.06204323250003654,261081143808.0,12485394432.0,12485394432.0,2768240640.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,3753566208.0,1.0,3072000.0,,,,,,,,,,,,
245.0,300211923200.0,,,,,,,2854223872.0,56.0,224.0,0.060264700700099635,304594667776.0,14566293504.0,14566293504.0,2854223872.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,4379160576.0,1.0,3584000.0,,,,,,,,,,,,
245.0,343099340800.0,,,,,,,2952790016.0,64.0,224.0,0.05906092889999855,348108191744.0,16647192576.0,16647192576.0,2952790016.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,5004754944.0,1.0,4096000.0,,,,,,,,,,,,
245.0,514649011200.0,,,,,,,3359637504.0,96.0,224.0,0.07012122469986934,522162287616.0,24970788864.0,24970788864.0,3359637504.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,7507132416.0,1.0,6144000.0,,,,,,,,,,,,
245.0,686198681600.0,,,,,,,3900702720.0,128.0,224.0,0.09300552479999168,696216383488.0,33294385152.0,33294385152.0,3900702720.0,1572864.0,1572864.0,efficientnet,403.0,54139356.0,0.0,157.0,10009509888.0,1.0,8192000.0,,,,,,,,,,,,
64.0,501187680.0,,,,,,,1711276032.0,1.0,224.0,0.013702468900009987,536192992.0,20070400.0,20070400.0,1711276032.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,34941312.0,1.0,64000.0,43.0,0.0,,,,,,,,,,
64.0,1002375360.0,,,,,,,1719664640.0,2.0,224.0,0.013997397400089541,1072385984.0,40140800.0,40140800.0,1719664640.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,69882624.0,1.0,128000.0,43.0,0.0,,,,,,,,,,
64.0,2004750720.0,,,,,,,1740636160.0,4.0,224.0,0.014508520399976988,2144771968.0,80281600.0,80281600.0,1740636160.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,139765248.0,1.0,256000.0,43.0,0.0,,,,,,,,,,
64.0,3007126080.0,,,,,,,1763704832.0,6.0,224.0,0.015454966700053774,3217157952.0,120422400.0,120422400.0,1763704832.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,209647872.0,1.0,384000.0,43.0,0.0,,,,,,,,,,
64.0,4009501440.0,,,,,,,1786773504.0,8.0,224.0,0.015613035499882244,4289543936.0,160563200.0,160563200.0,1786773504.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,279530496.0,1.0,512000.0,43.0,0.0,,,,,,,,,,
64.0,6014252160.0,,,,,,,1853882368.0,12.0,224.0,0.016092348599886463,6434315904.0,240844800.0,240844800.0,1853882368.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,419295744.0,1.0,768000.0,43.0,0.0,,,,,,,,,,
64.0,8019002880.0,,,,,,,1933574144.0,16.0,224.0,0.014985444500052838,8579087872.0,321126400.0,321126400.0,1933574144.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,559060992.0,1.0,1024000.0,43.0,0.0,,,,,,,,,,
64.0,10023753600.0,,,,,,,2032140288.0,20.0,224.0,0.015246504099923184,10723859840.0,401408000.0,401408000.0,2032140288.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,698826240.0,1.0,1280000.0,43.0,0.0,,,,,,,,,,
64.0,12028504320.0,,,,,,,2149580800.0,24.0,224.0,0.015853224900092756,12868631808.0,481689600.0,481689600.0,2149580800.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,838591488.0,1.0,1536000.0,43.0,0.0,,,,,,,,,,
64.0,14033255040.0,,,,,,,2290089984.0,28.0,224.0,0.015915119900091666,15013403776.0,561971200.0,561971200.0,2290089984.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,978356736.0,1.0,1792000.0,43.0,0.0,,,,,,,,,,
64.0,16038005760.0,,,,,,,2445279232.0,32.0,224.0,0.015642916399883692,17158175744.0,642252800.0,642252800.0,2445279232.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,1118121984.0,1.0,2048000.0,43.0,0.0,,,,,,,,,,
64.0,20047507200.0,,,,,,,2638217216.0,40.0,224.0,0.01570449720002216,21447719680.0,802816000.0,802816000.0,2638217216.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,1397652480.0,1.0,2560000.0,43.0,0.0,,,,,,,,,,
64.0,24057008640.0,,,,,,,2873098240.0,48.0,224.0,0.01571882429998368,25737263616.0,963379200.0,963379200.0,2873098240.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,1677182976.0,1.0,3072000.0,43.0,0.0,,,,,,,,,,
64.0,28066510080.0,,,,,,,3145728000.0,56.0,224.0,0.015165528299985452,30026807552.0,1123942400.0,1123942400.0,3145728000.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,1956713472.0,1.0,3584000.0,43.0,0.0,,,,,,,,,,
64.0,32076011520.0,,,,,,,3456106496.0,64.0,224.0,0.015596491399992371,34316351488.0,1284505600.0,1284505600.0,3456106496.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,2236243968.0,1.0,4096000.0,43.0,0.0,,,,,,,,,,
64.0,48114017280.0,,,,,,,3921674240.0,96.0,224.0,0.018432677300006608,51474527232.0,1926758400.0,1926758400.0,3921674240.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,3354365952.0,1.0,6144000.0,43.0,0.0,,,,,,,,,,
64.0,64152023040.0,,,,,,,4538236928.0,128.0,224.0,0.02308268580000004,68632702976.0,2569011200.0,2569011200.0,4538236928.0,409600.0,409600.0,efficientnet_lite,172.0,5416680.0,0.0,64.0,4472487936.0,1.0,8192000.0,43.0,0.0,,,,,,,,,,
45.0,3001948544.0,,,,,,,1776287744.0,1.0,224.0,0.012608118999924044,3002076544.0,462422016.0,462422016.0,1776287744.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,128000.0,,,41.0,0.0,,,,,,,,
45.0,6003897088.0,,,,,,,1828716544.0,2.0,224.0,0.01345832539991534,6004153088.0,924844032.0,924844032.0,1828716544.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,256000.0,,,41.0,0.0,,,,,,,,
45.0,12007794176.0,,,,,,,1849688064.0,4.0,224.0,0.013317473699862605,12008306176.0,1849688064.0,1849688064.0,1849688064.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,512000.0,,,41.0,0.0,,,,,,,,
45.0,18011691264.0,,,,,,,1879048192.0,6.0,224.0,0.013006288200085692,18012459264.0,2774532096.0,2774532096.0,1879048192.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,768000.0,,,41.0,0.0,,,,,,,,
45.0,24015588352.0,,,,,,,1879048192.0,8.0,224.0,0.013050433100033842,24016612352.0,3699376128.0,3699376128.0,1879048192.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,1024000.0,,,41.0,0.0,,,,,,,,
45.0,36023382528.0,,,,,,,1879048192.0,12.0,224.0,0.013379495499975743,36024918528.0,5549064192.0,5549064192.0,1879048192.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,1536000.0,,,41.0,0.0,,,,,,,,
45.0,48031176704.0,,,,,,,1933574144.0,16.0,224.0,0.013025356199977977,48033224704.0,7398752256.0,7398752256.0,1933574144.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,2048000.0,,,41.0,0.0,,,,,,,,
45.0,60038970880.0,,,,,,,1969225728.0,20.0,224.0,0.0128016745999048,60041530880.0,9248440320.0,9248440320.0,1969225728.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,2560000.0,,,41.0,0.0,,,,,,,,
45.0,72046765056.0,,,,,,,2009071616.0,24.0,224.0,0.0132299717000933,72049837056.0,11098128384.0,11098128384.0,2009071616.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,3072000.0,,,41.0,0.0,,,,,,,,
45.0,84054559232.0,,,,,,,2055208960.0,28.0,224.0,0.013367530600044121,84058143232.0,12947816448.0,12947816448.0,2055208960.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,3584000.0,,,41.0,0.0,,,,,,,,
45.0,96062353408.0,,,,,,,2107637760.0,32.0,224.0,0.014303277900035029,96066449408.0,14797504512.0,14797504512.0,2107637760.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,4096000.0,,,41.0,0.0,,,,,,,,
45.0,120077941760.0,,,,,,,2172649472.0,40.0,224.0,0.01415429699991364,120083061760.0,18496880640.0,18496880640.0,2172649472.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,5120000.0,,,41.0,0.0,,,,,,,,
45.0,144093530112.0,,,,,,,2250244096.0,48.0,224.0,0.013715143899935356,144099674112.0,22196256768.0,22196256768.0,2250244096.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,6144000.0,,,41.0,0.0,,,,,,,,
45.0,168109118464.0,,,,,,,2434793472.0,56.0,224.0,0.013329964600052336,168116286464.0,25895632896.0,25895632896.0,2434793472.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,7168000.0,,,41.0,0.0,,,,,,,,
45.0,192124706816.0,,,,,,,2543845376.0,64.0,224.0,0.01451664140004141,192132898816.0,29595009024.0,29595009024.0,2543845376.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,8192000.0,,,41.0,0.0,,,,,,,,
45.0,288187060224.0,,,,,,,2699034624.0,96.0,224.0,0.02088273669996852,288199348224.0,44392513536.0,44392513536.0,2699034624.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,12288000.0,,,41.0,0.0,,,,,,,,
45.0,384249413632.0,,,,,,,3217031168.0,128.0,224.0,0.02704905749997124,384265797632.0,59190018048.0,59190018048.0,3217031168.0,1638400.0,1638400.0,gernet,87.0,21142920.0,0.0,,,1.0,16384000.0,,,41.0,0.0,,,,,,,,
20.0,1813561344.0,,,1.0,512000.0,,,1746927616.0,1.0,224.0,0.0056573366000520755,1824033792.0,118013952.0,118013952.0,1746927616.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,9934848.0,1.0,25600.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,3627122688.0,,,1.0,1024000.0,,,1769996288.0,2.0,224.0,0.0056198416999905035,3648067584.0,236027904.0,236027904.0,1769996288.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,19869696.0,1.0,51200.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,7254245376.0,,,1.0,2048000.0,,,1769996288.0,4.0,224.0,0.0057491295001455,7296135168.0,472055808.0,472055808.0,1769996288.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,39739392.0,1.0,102400.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,10881368064.0,,,1.0,3072000.0,,,1769996288.0,6.0,224.0,0.005657533599878662,10944202752.0,708083712.0,708083712.0,1769996288.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,59609088.0,1.0,153600.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,14508490752.0,,,1.0,4096000.0,,,1769996288.0,8.0,224.0,0.005820564300120168,14592270336.0,944111616.0,944111616.0,1769996288.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,79478784.0,1.0,204800.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,21762736128.0,,,1.0,6144000.0,,,1795162112.0,12.0,224.0,0.005440613000064332,21888405504.0,1416167424.0,1416167424.0,1795162112.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,119218176.0,1.0,307200.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,29016981504.0,,,1.0,8192000.0,,,1855979520.0,16.0,224.0,0.005579687800127431,29184540672.0,1888223232.0,1888223232.0,1855979520.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,158957568.0,1.0,409600.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,36271226880.0,,,1.0,10240000.0,,,1897922560.0,20.0,224.0,0.005784401399978378,36480675840.0,2360279040.0,2360279040.0,1897922560.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,198696960.0,1.0,512000.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,43525472256.0,,,1.0,12288000.0,,,1946157056.0,24.0,224.0,0.005637415700039128,43776811008.0,2832334848.0,2832334848.0,1946157056.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,238436352.0,1.0,614400.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,50779717632.0,,,1.0,14336000.0,,,2002780160.0,28.0,224.0,0.005645717699917441,51072946176.0,3304390656.0,3304390656.0,2002780160.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,278175744.0,1.0,716800.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,58033963008.0,,,1.0,16384000.0,,,2067791872.0,32.0,224.0,0.005732501500096986,58369081344.0,3776446464.0,3776446464.0,2067791872.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,317915136.0,1.0,819200.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,72542453760.0,,,1.0,20480000.0,,,2149580800.0,40.0,224.0,0.005714442499993311,72961351680.0,4720558080.0,4720558080.0,2149580800.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,397393920.0,1.0,1024000.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,87050944512.0,,,1.0,24576000.0,,,2246049792.0,48.0,224.0,0.006634832800045842,87553622016.0,5664669696.0,5664669696.0,2246049792.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,476872704.0,1.0,1228800.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,101559435264.0,,,1.0,28672000.0,,,2359296000.0,56.0,224.0,0.007954333499947097,102145892352.0,6608781312.0,6608781312.0,2359296000.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,556351488.0,1.0,1433600.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,116067926016.0,,,1.0,32768000.0,,,2489319424.0,64.0,224.0,0.00854757540000719,116738162688.0,7552892928.0,7552892928.0,2489319424.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,635830272.0,1.0,1638400.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,174101889024.0,,,1.0,49152000.0,,,2837446656.0,96.0,224.0,0.011423771099907751,175107244032.0,11329339392.0,11329339392.0,2837446656.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,953745408.0,1.0,2457600.0,,,9.0,0.0,1.0,0.0,,,,,,
20.0,232135852032.0,,,1.0,65536000.0,,,3300917248.0,128.0,224.0,0.015039782500025469,233476325376.0,15105785856.0,15105785856.0,3300917248.0,2359296.0,2359296.0,resnet18,52.0,11689512.0,0.0,20.0,1271660544.0,1.0,3276800.0,,,9.0,0.0,1.0,0.0,,,,,,
5.0,655566528.0,2.0,0.0,3.0,58621952.0,,,2011168768.0,1.0,224.0,0.0013990994999403482,714206912.0,223948800.0,223948800.0,2011168768.0,37752832.0,37752832.0,alexnet,21.0,61100840.0,0.0,,,1.0,18432.0,,,7.0,0.0,3.0,0.0,,,,,,
5.0,1311133056.0,2.0,0.0,3.0,117243904.0,,,2162163712.0,2.0,224.0,0.001413619400045718,1428413824.0,447897600.0,447897600.0,2162163712.0,37752832.0,37752832.0,alexnet,21.0,61100840.0,0.0,,,1.0,36864.0,,,7.0,0.0,3.0,0.0,,,,,,
5.0,2622266112.0,2.0,0.0,3.0,234487808.0,,,2313158656.0,4.0,224.0,0.0014079665001190734,2856827648.0,895795200.0,895795200.0,2313158656.0,37752832.0,37752832.0,alexnet,21.0,61100840.0,0.0,,,1.0,73728.0,,,7.0,0.0,3.0,0.0,,,,,,
5.0,3933399168.0,2.0,0.0,3.0,351731712.0,,,2313158656.0,6.0,224.0,0.0014207973999873502,4285241472.0,1343692800.0,1343692800.0,2313158656.0,37752832.0,37752832.0,alexnet,21.0,61100840.0,0.0,,,1.0,110592.0,,,7.0,0.0,3.0,0.0,,,,,,
5.0,5244532224.0,2.0,0.0,3.0,468975616.0,,,2313158656.0,8.0,224.0,0.0014467033000983064,5713655296.0,1791590400.0,1791590400.0,2313158656.0,37752832.0,37752832.0,alexnet,21.0,61100840.0,0.0,,,1.0,147456.0,,,7.0,0.0,3.0,0.0,,,,,,
