<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_calls,<class 'torch.nn.modules.batchnorm.BatchNorm2d'>_macs,<class 'torch.nn.modules.conv.Conv2d'>_calls,<class 'torch.nn.modules.conv.Conv2d'>_macs,<class 'torch.nn.modules.dropout.Dropout'>_calls,<class 'torch.nn.modules.dropout.Dropout'>_macs,<class 'torch.nn.modules.linear.Linear'>_calls,<class 'torch.nn.modules.linear.Linear'>_macs,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AdaptiveAvgPool2d'>_macs,<class 'torch.nn.modules.pooling.MaxPool2d'>_calls,<class 'torch.nn.modules.pooling.MaxPool2d'>_macs,avg_memory,batch_size,input_size,latency,macs,max_memory,model,total_nn_calls,total_params,trainable_params,<class 'torch.nn.modules.normalization.LayerNorm'>_calls,<class 'torch.nn.modules.normalization.LayerNorm'>_macs,<class 'torch.nn.modules.activation.ReLU6'>_calls,<class 'torch.nn.modules.activation.ReLU6'>_macs,<class 'torch.nn.modules.activation.ReLU'>_calls,<class 'torch.nn.modules.activation.ReLU'>_macs,<class 'torch.nn.modules.pooling.AvgPool2d'>_calls,<class 'torch.nn.modules.pooling.AvgPool2d'>_macs,<class 'torch.nn.modules.activation.Softmax'>_calls,<class 'torch.nn.modules.activation.Softmax'>_macs,<class 'torch.nn.modules.conv.Conv1d'>_calls,<class 'torch.nn.modules.conv.Conv1d'>_macs
52.0,1709596672.0,52.0,19167633408.0,1.0,0.0,1.0,81920000.0,,,,,2537553920.0,64.0,224.0,8.467584848403932e-07,20959150080.0,2537553920.0,mobilenet_v2,141.0,3504872.0,3504872.0,,,,,35.0,0.0,,,,,,
52.0,3419193344.0,52.0,38335266816.0,1.0,0.0,1.0,163840000.0,,,,,3978297344.0,128.0,224.0,8.556991815567015e-07,41918300160.0,3978297344.0,mobilenet_v2,141.0,3504872.0,3504872.0,,,,,35.0,0.0,,,,,,
53.0,57602048.0,53.0,4228431872.0,,,1.0,2048000.0,1.0,102400.0,1.0,0.0,1220542464.0,1.0,224.0,8.76188278198242e-07,4288184320.0,1220542464.0,resnext50_32x4d,126.0,25028904.0,25028904.0,,,,,17.0,0.0,,,,,,
53.0,115204096.0,53.0,8456863744.0,,,1.0,4096000.0,1.0,204800.0,1.0,0.0,1310720000.0,2.0,224.0,8.706003427505493e-07,8576368640.0,1310720000.0,resnext50_32x4d,126.0,25028904.0,25028904.0,,,,,17.0,0.0,,,,,,
53.0,230408192.0,53.0,16913727488.0,,,1.0,8192000.0,1.0,409600.0,1.0,0.0,1356857344.0,4.0,224.0,8.966773748397827e-07,17152737280.0,1356857344.0,resnext50_32x4d,126.0,25028904.0,25028904.0,,,,,17.0,0.0,,,,,,
53.0,460816384.0,53.0,33827454976.0,,,1.0,16384000.0,1.0,819200.0,1.0,0.0,1516240896.0,8.0,224.0,8.802860975265503e-07,34305474560.0,1516240896.0,resnext50_32x4d,126.0,25028904.0,25028904.0,,,,,17.0,0.0,,,,,,
53.0,921632768.0,53.0,67654909952.0,,,1.0,32768000.0,1.0,1638400.0,1.0,0.0,1673527296.0,16.0,224.0,8.847564458847046e-07,68610949120.0,1673527296.0,resnext50_32x4d,126.0,25028904.0,25028904.0,,,,,17.0,0.0,,,,,,
53.0,1843265536.0,53.0,135309819904.0,,,1.0,65536000.0,1.0,3276800.0,1.0,0.0,1981808640.0,32.0,224.0,9.39890742301941e-07,137221898240.0,1981808640.0,resnext50_32x4d,126.0,25028904.0,25028904.0,,,,,17.0,0.0,,,,,,
53.0,3686531072.0,53.0,270619639808.0,,,1.0,131072000.0,1.0,6553600.0,1.0,0.0,2608857088.0,64.0,224.0,8.802860975265503e-07,274443796480.0,2608857088.0,resnext50_32x4d,126.0,25028904.0,25028904.0,,,,,17.0,0.0,,,,,,
53.0,7373062144.0,53.0,541239279616.0,,,1.0,262144000.0,1.0,13107200.0,1.0,0.0,3841982464.0,128.0,224.0,9.644776582717895e-07,548887592960.0,3841982464.0,resnext50_32x4d,126.0,25028904.0,25028904.0,,,,,17.0,0.0,,,,,,
53.0,57602048.0,53.0,11395973120.0,,,1.0,2048000.0,1.0,102400.0,1.0,0.0,1591738368.0,1.0,224.0,8.396804332733155e-07,11455725568.0,1591738368.0,wide_resnet50_2,126.0,68883240.0,68883240.0,,,,,17.0,0.0,,,,,,
53.0,115204096.0,53.0,22791946240.0,,,1.0,4096000.0,1.0,204800.0,1.0,0.0,1803550720.0,2.0,224.0,8.579343557357791e-07,22911451136.0,1803550720.0,wide_resnet50_2,126.0,68883240.0,68883240.0,,,,,17.0,0.0,,,,,,
53.0,230408192.0,53.0,45583892480.0,,,1.0,8192000.0,1.0,409600.0,1.0,0.0,1805647872.0,4.0,224.0,8.624047040939331e-07,45822902272.0,1805647872.0,wide_resnet50_2,126.0,68883240.0,68883240.0,,,,,17.0,0.0,,,,,,
53.0,460816384.0,53.0,91167784960.0,,,1.0,16384000.0,1.0,819200.0,1.0,0.0,2092957696.0,8.0,224.0,8.638948202133181e-07,91645804544.0,2092957696.0,wide_resnet50_2,126.0,68883240.0,68883240.0,,,,,17.0,0.0,,,,,,
53.0,921632768.0,53.0,182335569920.0,,,1.0,32768000.0,1.0,1638400.0,1.0,0.0,2501902336.0,16.0,224.0,8.482486009597778e-07,183291609088.0,2501902336.0,wide_resnet50_2,126.0,68883240.0,68883240.0,,,,,17.0,0.0,,,,,,
53.0,1843265536.0,53.0,364671139840.0,,,1.0,65536000.0,1.0,3276800.0,1.0,0.0,2738880512.0,32.0,224.0,8.594244718551634e-07,366583218176.0,2738880512.0,wide_resnet50_2,126.0,68883240.0,68883240.0,,,,,17.0,0.0,,,,,,
53.0,3686531072.0,53.0,729342279680.0,,,1.0,131072000.0,1.0,6553600.0,1.0,0.0,3418357760.0,64.0,224.0,8.724629878997801e-07,733166436352.0,3418357760.0,wide_resnet50_2,126.0,68883240.0,68883240.0,,,,,17.0,0.0,,,,,,
53.0,7373062144.0,53.0,1458684559360.0,,,1.0,262144000.0,1.0,13107200.0,1.0,0.0,5687476224.0,128.0,224.0,8.348375558853148e-07,1466332872704.0,5687476224.0,wide_resnet50_2,126.0,68883240.0,68883240.0,,,,,17.0,0.0,,,,,,
52.0,21826560.0,52.0,313135872.0,1.0,0.0,1.0,1280000.0,,,,,1117782016.0,1.0,224.0,8.858740329742432e-07,336242432.0,1117782016.0,mnasnet,141.0,4383312.0,4383312.0,,,,,35.0,0.0,,,,,,
52.0,43653120.0,52.0,626271744.0,1.0,0.0,1.0,2560000.0,,,,,1145044992.0,2.0,224.0,1.6219913959503169e-06,672484864.0,1145044992.0,mnasnet,141.0,4383312.0,4383312.0,,,,,35.0,0.0,,,,,,
52.0,87306240.0,52.0,1252543488.0,1.0,0.0,1.0,5120000.0,,,,,1168113664.0,4.0,224.0,8.75815749168396e-07,1344969728.0,1168113664.0,mnasnet,141.0,4383312.0,4383312.0,,,,,35.0,0.0,,,,,,
52.0,174612480.0,52.0,2505086976.0,1.0,0.0,1.0,10240000.0,,,,,1210056704.0,8.0,224.0,8.791685104370117e-07,2689939456.0,1210056704.0,mnasnet,141.0,4383312.0,4383312.0,,,,,35.0,0.0,,,,,,
52.0,349224960.0,52.0,5010173952.0,1.0,0.0,1.0,20480000.0,,,,,1344274432.0,16.0,224.0,9.052455425262451e-07,5379878912.0,1344274432.0,mnasnet,141.0,4383312.0,4383312.0,,,,,35.0,0.0,,,,,,
52.0,698449920.0,52.0,10020347904.0,1.0,0.0,1.0,40960000.0,,,,,1606418432.0,32.0,224.0,9.033828973770142e-07,10759757824.0,1606418432.0,mnasnet,141.0,4383312.0,4383312.0,,,,,35.0,0.0,,,,,,
52.0,1396899840.0,52.0,20040695808.0,1.0,0.0,1.0,81920000.0,,,,,2122317824.0,64.0,224.0,8.903443813323975e-07,21519515648.0,2122317824.0,mnasnet,141.0,4383312.0,4383312.0,,,,,35.0,0.0,,,,,,
52.0,2793799680.0,52.0,40081391616.0,1.0,0.0,1.0,163840000.0,,,,,3152019456.0,128.0,224.0,9.354203939437866e-07,43039031296.0,3152019456.0,mnasnet,141.0,4383312.0,4383312.0,,,,,35.0,0.0,,,,,,
,,,,37.0,0.0,73.0,10872225792.0,,,,,1296039936.0,1.0,128.0,9.182840585708618e-07,10882056192.0,1296039936.0,bert,135.0,109482240.0,109482240.0,25.0,9830400.0,,,,,,,,,,
,,,,37.0,0.0,73.0,21744451584.0,,,,,1769996288.0,2.0,128.0,9.287148714065552e-07,21764112384.0,1769996288.0,bert,135.0,109482240.0,109482240.0,25.0,19660800.0,,,,,,,,,,
,,,,37.0,0.0,73.0,43488903168.0,,,,,1769996288.0,4.0,128.0,9.480863809585571e-07,43528224768.0,1769996288.0,bert,135.0,109482240.0,109482240.0,25.0,39321600.0,,,,,,,,,,
,,,,37.0,0.0,73.0,86977806336.0,,,,,1769996288.0,8.0,128.0,9.551644325256347e-07,87056449536.0,1769996288.0,bert,135.0,109482240.0,109482240.0,25.0,78643200.0,,,,,,,,,,
,,,,37.0,0.0,73.0,173955612672.0,,,,,1769996288.0,16.0,128.0,9.197741746902466e-07,174112899072.0,1769996288.0,bert,135.0,109482240.0,109482240.0,25.0,157286400.0,,,,,,,,,,
,,,,37.0,0.0,73.0,347911225344.0,,,,,1820327936.0,32.0,128.0,9.506940841674804e-07,348225798144.0,1820327936.0,bert,135.0,109482240.0,109482240.0,25.0,314572800.0,,,,,,,,,,
,,,,13.0,0.0,36.0,5435817984.0,,,,,1086324736.0,1.0,128.0,9.249895811080931e-07,5440929792.0,1086324736.0,distilbert,62.0,66362880.0,66362880.0,13.0,5111808.0,,,,,,,,,,
,,,,13.0,0.0,36.0,10871635968.0,,,,,1371537408.0,2.0,128.0,1.5035271644592288e-06,10881859584.0,1371537408.0,distilbert,62.0,66362880.0,66362880.0,13.0,10223616.0,,,,,,,,,,
,,,,13.0,0.0,36.0,21743271936.0,,,,,1371537408.0,4.0,128.0,1.50240957736969e-06,21763719168.0,1371537408.0,distilbert,62.0,66362880.0,66362880.0,13.0,20447232.0,,,,,,,,,,
,,,,13.0,0.0,36.0,43486543872.0,,,,,1371537408.0,8.0,128.0,1.5079975128173829e-06,43527438336.0,1371537408.0,distilbert,62.0,66362880.0,66362880.0,13.0,40894464.0,,,,,,,,,,
,,,,13.0,0.0,36.0,86973087744.0,,,,,1371537408.0,16.0,128.0,1.4994293451309202e-06,87054876672.0,1371537408.0,distilbert,62.0,66362880.0,66362880.0,13.0,81788928.0,,,,,,,,,,
,,,,13.0,0.0,36.0,173946175488.0,,,,,1421869056.0,32.0,128.0,1.4793127775192264e-06,174109753344.0,1421869056.0,distilbert,62.0,66362880.0,66362880.0,13.0,163577856.0,,,,,,,,,,
,,,,61.0,0.0,84.0,8266973184.0,,,,,1390411776.0,1.0,128.0,9.648501873016355e-07,8274444288.0,1390411776.0,funnel_transformer,174.0,130973184.0,130973184.0,29.0,7471104.0,,,,,,,,,,
,,,,61.0,0.0,84.0,16533946368.0,,,,,1971322880.0,2.0,128.0,9.492039680480957e-07,16548888576.0,1971322880.0,funnel_transformer,174.0,130973184.0,130973184.0,29.0,14942208.0,,,,,,,,,,
,,,,61.0,0.0,84.0,33067892736.0,,,,,1971322880.0,4.0,128.0,9.570270776748654e-07,33097777152.0,1971322880.0,funnel_transformer,174.0,130973184.0,130973184.0,29.0,29884416.0,,,,,,,,,,
,,,,61.0,0.0,84.0,66135785472.0,,,,,1971322880.0,8.0,128.0,9.257346391677856e-07,66195554304.0,1971322880.0,funnel_transformer,174.0,130973184.0,130973184.0,29.0,59768832.0,,,,,,,,,,
,,,,61.0,0.0,84.0,132271570944.0,,,,,1996488704.0,16.0,128.0,9.74535942077637e-07,132391108608.0,1996488704.0,funnel_transformer,174.0,130973184.0,130973184.0,29.0,119537664.0,,,,,,,,,,
,,,,61.0,0.0,84.0,264543141888.0,,,,,2197815296.0,32.0,128.0,9.115785360336305e-07,264782217216.0,2197815296.0,funnel_transformer,174.0,130973184.0,130973184.0,29.0,239075328.0,,,,,,,,,,
,,,,4.0,0.0,8.0,10884808704.0,,,,,864026624.0,1.0,128.0,9.60007309913635e-07,10894311424.0,864026624.0,albert,15.0,11683584.0,11683584.0,3.0,9502720.0,,,,,,,,,,
,,,,4.0,0.0,8.0,21769617408.0,,,,,924844032.0,2.0,128.0,1.4748424291610715e-06,21788622848.0,924844032.0,albert,15.0,11683584.0,11683584.0,3.0,19005440.0,,,,,,,,,,
,,,,4.0,0.0,8.0,43539234816.0,,,,,924844032.0,4.0,128.0,1.7639249563217163e-06,43577245696.0,924844032.0,albert,15.0,11683584.0,11683584.0,3.0,38010880.0,,,,,,,,,,
,,,,4.0,0.0,8.0,87078469632.0,,,,,975175680.0,8.0,128.0,1.8447637557983398e-06,87154491392.0,975175680.0,albert,15.0,11683584.0,11683584.0,3.0,76021760.0,,,,,,,,,,
,,,,4.0,0.0,8.0,174156939264.0,,,,,1075838976.0,16.0,128.0,1.500546932220459e-06,174308982784.0,1075838976.0,albert,15.0,11683584.0,11683584.0,3.0,152043520.0,,,,,,,,,,
,,,,4.0,0.0,8.0,348313878528.0,,,,,1277165568.0,32.0,128.0,9.6149742603302e-07,348617965568.0,1277165568.0,albert,15.0,11683584.0,11683584.0,3.0,304087040.0,,,,,,,,,,
,,,,25.0,0.0,109.0,43487133696.0,,,,,1528823808.0,1.0,128.0,9.331852197647095e-07,43526455296.0,1528823808.0,longformer,159.0,148659456.0,148659456.0,25.0,39321600.0,,,,,,,,,,
,,,,25.0,0.0,109.0,86974267392.0,,,,,2105540608.0,2.0,128.0,9.160488843917849e-07,87052910592.0,2105540608.0,longformer,159.0,148659456.0,148659456.0,25.0,78643200.0,,,,,,,,,,
,,,,25.0,0.0,109.0,173948534784.0,,,,,2696937472.0,4.0,128.0,8.862465620040894e-07,174105821184.0,2696937472.0,longformer,159.0,148659456.0,148659456.0,25.0,157286400.0,,,,,,,,,,
,,,,25.0,0.0,109.0,347897069568.0,,,,,3055550464.0,8.0,128.0,9.24617052078247e-07,348211642368.0,3055550464.0,longformer,159.0,148659456.0,148659456.0,25.0,314572800.0,,,,,,,,,,
,,,,25.0,0.0,109.0,695794139136.0,,,,,4171235328.0,16.0,128.0,8.858740329742432e-07,696423284736.0,4171235328.0,longformer,159.0,148659456.0,148659456.0,25.0,629145600.0,,,,,,,,,,
,,,,25.0,0.0,109.0,1391588278272.0,,,,,6394216448.0,32.0,128.0,9.432435035705566e-07,1392846569472.0,6394216448.0,longformer,159.0,148659456.0,148659456.0,25.0,1258291200.0,,,,,,,,,,
,,,,49.0,0.0,361.0,2592079872.0,,,,,903872512.0,1.0,128.0,8.750706911087036e-07,2592079872.0,903872512.0,mobile_bert,410.0,24581888.0,24581888.0,,,,,,,,,,,,
,,,,49.0,0.0,361.0,5184159744.0,,,,,998244352.0,2.0,128.0,9.018927812576294e-07,5184159744.0,998244352.0,mobile_bert,410.0,24581888.0,24581888.0,,,,,,,,,,,,
,,,,49.0,0.0,361.0,10368319488.0,,,,,1010827264.0,4.0,128.0,9.279698133468628e-07,10368319488.0,1010827264.0,mobile_bert,410.0,24581888.0,24581888.0,,,,,,,,,,,,
,,,,49.0,0.0,361.0,20736638976.0,,,,,1101004800.0,8.0,128.0,8.847564458847046e-07,20736638976.0,1101004800.0,mobile_bert,410.0,24581888.0,24581888.0,,,,,,,,,,,,
,,,,49.0,0.0,361.0,41473277952.0,,,,,1115684864.0,16.0,128.0,8.840113878250122e-07,41473277952.0,1115684864.0,mobile_bert,410.0,24581888.0,24581888.0,,,,,,,,,,,,
,,,,49.0,0.0,361.0,82946555904.0,,,,,1220542464.0,32.0,128.0,8.780509233474731e-07,82946555904.0,1220542464.0,mobile_bert,410.0,24581888.0,24581888.0,,,,,,,,,,,,
,,,,37.0,0.0,1.0,589824.0,,,,,1312817152.0,1.0,128.0,9.275972843170166e-07,3405428736.0,1312817152.0,squeeze_bert,123.0,51094272.0,51094272.0,1.0,393216.0,,,,,,,12.0,7059456.0,72.0,3397386240.0
,,,,37.0,0.0,1.0,1179648.0,,,,,1530920960.0,2.0,128.0,1.4547258615493774e-06,6810857472.0,1530920960.0,squeeze_bert,123.0,51094272.0,51094272.0,1.0,786432.0,,,,,,,12.0,14118912.0,72.0,6794772480.0
,,,,37.0,0.0,1.0,2359296.0,,,,,1530920960.0,4.0,128.0,1.415237784385681e-06,13621714944.0,1530920960.0,squeeze_bert,123.0,51094272.0,51094272.0,1.0,1572864.0,,,,,,,12.0,28237824.0,72.0,13589544960.0
,,,,37.0,0.0,1.0,4718592.0,,,,,1530920960.0,8.0,128.0,1.485273241996765e-06,27243429888.0,1530920960.0,squeeze_bert,123.0,51094272.0,51094272.0,1.0,3145728.0,,,,,,,12.0,56475648.0,72.0,27179089920.0
,,,,37.0,0.0,1.0,9437184.0,,,,,1530920960.0,16.0,128.0,1.4647841453552246e-06,54486859776.0,1530920960.0,squeeze_bert,123.0,51094272.0,51094272.0,1.0,6291456.0,,,,,,,12.0,112951296.0,72.0,54358179840.0
,,,,37.0,0.0,1.0,18874368.0,,,,,1631584256.0,32.0,128.0,1.4282763004302978e-06,108973719552.0,1631584256.0,squeeze_bert,123.0,51094272.0,51094272.0,1.0,12582912.0,,,,,,,12.0,225902592.0,72.0,108716359680.0
